product_id;local;date;planned_quantity;actual_quantity;planned_price;promotion_type;actual_price;service_level
Product_0001;Whse_A;03/01/2012;200;200;136;None;136;0.98
Product_0001;Whse_A;03/01/2012;800;200;136;None;136;0.98
Product_0001;Whse_A;04/01/2012;200;500;136;None;136;0.98
Product_0001;Whse_A;09/01/2012;2000;350;136;None;136;0.98
Product_0001;Whse_A;10/01/2012;2000;1175;136;None;136;0.98
Product_0001;Whse_A;10/01/2012;1000;1588;136;None;136;0.98
Product_0001;Whse_A;30/01/2012;200;1294;136;None;136;0.98
Product_0001;Whse_A;06/02/2012;3000;747;136;None;136;0.98
Product_0001;Whse_A;20/02/2012;1000;1873;136;None;136;0.98
Product_0001;Whse_A;21/02/2012;3000;1437;136;None;136;0.98
Product_0001;Whse_A;27/02/2012;400;2218;136;None;136;0.98
Product_0001;Whse_A;28/02/2012;3000;1309;136;None;136;0.98
Product_0001;Whse_A;08/03/2012;1000;2155;136;None;136;0.98
Product_0001;Whse_A;15/03/2012;1000;1577;136;None;136;0.98
Product_0001;Whse_A;19/03/2012;5000;1289;136;None;136;0.98
Product_0001;Whse_A;26/03/2012;1000;3144;136;None;136;0.98
Product_0001;Whse_A;29/03/2012;2600;2072;136;None;136;0.98
Product_0001;Whse_A;29/03/2012;400;2336;136;None;136;0.98
Product_0001;Whse_A;09/04/2012;500;1368;136;None;136;0.98
Product_0001;Whse_A;27/04/2012;1000;934;136;None;136;0.98
Product_0001;Whse_A;01/05/2012;1000;967;136;None;136;0.98
Product_0001;Whse_A;02/05/2012;3500;984;136;None;136;0.98
Product_0001;Whse_A;02/05/2012;1500;2242;136;None;136;0.98
Product_0001;Whse_A;10/05/2012;2000;1871;136;None;136;0.98
Product_0001;Whse_A;01/06/2012;2000;1935;136;None;136;0.98
Product_0001;Whse_A;02/07/2012;5000;1968;136;None;136;0.98
Product_0001;Whse_A;04/07/2012;1000;3484;136;None;136;0.98
Product_0001;Whse_A;23/07/2012;2000;2242;136;None;136;0.98
Product_0001;Whse_A;03/08/2012;200;2121;136;None;136;0.98
Product_0001;Whse_A;07/08/2012;1000;1160;136;None;136;0.98
Product_0001;Whse_A;09/08/2012;3000;1080;136;None;136;0.98
Product_0001;Whse_A;13/08/2012;200;2040;136;None;136;0.98
Product_0001;Whse_A;15/08/2012;400;1120;136;None;136;0.98
Product_0001;Whse_A;21/08/2012;600;760;136;None;136;0.98
Product_0001;Whse_A;23/08/2012;500;680;136;None;136;0.98
Product_0001;Whse_A;23/08/2012;500;590;136;None;136;0.98
Product_0001;Whse_A;03/09/2012;2000;545;136;None;136;0.98
Product_0001;Whse_A;07/09/2012;500;1273;136;None;136;0.98
Product_0001;Whse_A;17/09/2012;1000;886;136;None;136;0.98
Product_0001;Whse_A;20/09/2012;2000;943;136;None;136;0.98
Product_0001;Whse_A;20/09/2012;100;1472;136;None;136;0.98
Product_0001;Whse_A;01/10/2012;4000;786;136;None;136;0.98
Product_0001;Whse_A;04/10/2012;2000;2393;136;None;136;0.98
Product_0001;Whse_A;04/10/2012;400;2196;136;None;136;0.98
Product_0001;Whse_A;12/10/2012;1000;1298;136;None;136;0.98
Product_0001;Whse_A;15/10/2012;2000;1149;136;None;136;0.98
Product_0001;Whse_A;17/10/2012;1000;1575;136;None;136;0.98
Product_0001;Whse_A;17/10/2012;3000;1287;136;None;136;0.98
Product_0001;Whse_A;25/10/2012;300;2144;136;None;136;0.98
Product_0001;Whse_A;02/11/2012;1000;1222;136;None;136;0.98
Product_0001;Whse_A;02/11/2012;3000;1111;136;None;136;0.98
Product_0001;Whse_A;08/11/2012;500;2055;136;None;136;0.98
Product_0001;Whse_A;06/12/2012;100;1278;136;None;136;0.98
Product_0001;Whse_A;07/12/2012;1000;689;136;None;136;0.98
Product_0001;Whse_A;10/12/2012;3000;844;136;None;136;0.98
Product_0001;Whse_A;10/12/2012;1000;1922;136;None;136;0.98
Product_0001;Whse_A;11/12/2012;100;1461;136;None;136;0.98
Product_0001;Whse_A;18/12/2012;100;781;136;None;136;0.98
Product_0001;Whse_J;05/01/2012;100;150;136;None;136;0.98
Product_0001;Whse_J;10/01/2012;200;125;136;None;136;0.98
Product_0001;Whse_J;10/01/2012;800;162;136;None;136;0.98
Product_0001;Whse_J;11/01/2012;200;481;136;None;136;0.98
Product_0001;Whse_J;16/01/2012;100;341;136;None;136;0.98
Product_0001;Whse_J;18/01/2012;800;220;136;None;136;0.98
Product_0001;Whse_J;26/01/2012;1000;510;136;None;136;0.98
Product_0001;Whse_J;27/01/2012;100;755;136;None;136;0.98
Product_0001;Whse_J;02/02/2012;500;428;136;None;136;0.98
Product_0001;Whse_J;03/02/2012;500;464;136;None;136;0.98
Product_0001;Whse_J;16/02/2012;200;482;136;None;136;0.98
Product_0001;Whse_J;17/02/2012;100;341;136;None;136;0.98
Product_0001;Whse_J;20/02/2012;400;220;136;None;136;0.98
Product_0001;Whse_J;20/02/2012;100;310;136;None;136;0.98
Product_0001;Whse_J;28/02/2012;200;205;136;None;136;0.98
Product_0001;Whse_J;29/02/2012;600;203;136;None;136;0.98
Product_0001;Whse_J;06/03/2012;100;401;136;None;136;0.98
Product_0001;Whse_J;12/03/2012;1000;251;136;None;136;0.98
Product_0001;Whse_J;12/03/2012;500;625;136;None;136;0.98
Product_0001;Whse_J;22/03/2012;500;563;136;None;136;0.98
Product_0001;Whse_J;23/03/2012;500;531;136;None;136;0.98
Product_0001;Whse_J;30/03/2012;400;516;136;None;136;0.98
Product_0001;Whse_J;30/03/2012;100;458;136;None;136;0.98
Product_0001;Whse_J;06/04/2012;500;279;136;None;136;0.98
Product_0001;Whse_J;13/04/2012;400;389;136;None;136;0.98
Product_0001;Whse_J;16/04/2012;100;395;136;None;136;0.98
Product_0001;Whse_J;17/04/2012;400;247;136;None;136;0.98
Product_0001;Whse_J;20/04/2012;400;324;136;None;136;0.98
Product_0001;Whse_J;01/05/2012;100;362;136;None;136;0.98
Product_0001;Whse_J;09/05/2012;400;231;136;None;136;0.98
Product_0001;Whse_J;11/05/2012;100;315;136;None;136;0.98
Product_0001;Whse_J;17/05/2012;100;208;136;None;136;0.98
Product_0001;Whse_J;17/05/2012;100;154;136;None;136;0.98
Product_0001;Whse_J;24/05/2012;500;127;136;None;136;0.98
Product_0001;Whse_J;06/06/2012;300;313;136;None;136;0.98
Product_0001;Whse_J;08/06/2012;700;307;136;None;136;0.98
Product_0001;Whse_J;12/06/2012;500;503;136;None;136;0.98
Product_0001;Whse_J;15/06/2012;400;502;136;None;136;0.98
Product_0001;Whse_J;15/06/2012;2000;451;136;None;136;0.98
Product_0001;Whse_J;25/06/2012;500;1225;136;None;136;0.98
Product_0001;Whse_J;05/07/2012;100;863;136;None;136;0.98
Product_0001;Whse_J;09/07/2012;400;481;136;None;136;0.98
Product_0001;Whse_J;11/07/2012;500;441;136;None;136;0.98
Product_0001;Whse_J;13/07/2012;100;470;136;None;136;0.98
Product_0001;Whse_J;17/07/2012;400;285;136;None;136;0.98
Product_0001;Whse_J;24/07/2012;200;343;136;None;136;0.98
Product_0001;Whse_J;27/07/2012;400;271;136;None;136;0.98
Product_0001;Whse_J;17/08/2012;600;336;136;None;136;0.98
Product_0001;Whse_J;22/08/2012;1000;468;136;None;136;0.98
Product_0001;Whse_J;27/08/2012;100;734;136;None;136;0.98
Product_0001;Whse_J;29/08/2012;500;417;136;None;136;0.98
Product_0001;Whse_J;29/08/2012;300;458;136;None;136;0.98
Product_0001;Whse_J;30/08/2012;400;379;136;None;136;0.98
Product_0001;Whse_J;04/09/2012;200;390;136;None;136;0.98
Product_0001;Whse_J;10/09/2012;400;295;136;None;136;0.98
Product_0001;Whse_J;14/09/2012;100;347;136;None;136;0.98
Product_0001;Whse_J;19/09/2012;400;224;136;None;136;0.98
Product_0001;Whse_J;01/10/2012;300;312;136;None;136;0.98
Product_0001;Whse_J;01/10/2012;200;306;136;None;136;0.98
Product_0001;Whse_J;01/10/2012;300;253;136;None;136;0.98
Product_0001;Whse_J;02/10/2012;300;276;136;None;136;0.98
Product_0001;Whse_J;02/10/2012;100;288;136;None;136;0.98
Product_0001;Whse_J;04/10/2012;400;194;136;None;136;0.98
Product_0001;Whse_J;15/10/2012;400;297;136;None;136;0.98
Product_0001;Whse_J;17/10/2012;400;349;136;None;136;0.98
Product_0001;Whse_J;23/10/2012;100;374;136;None;136;0.98
Product_0001;Whse_J;24/10/2012;200;237;136;None;136;0.98
Product_0001;Whse_J;25/10/2012;500;219;136;None;136;0.98
Product_0001;Whse_J;26/10/2012;100;359;136;None;136;0.98
Product_0001;Whse_J;02/11/2012;300;230;136;None;136;0.98
Product_0001;Whse_J;05/11/2012;500;265;136;None;136;0.98
Product_0001;Whse_J;07/11/2012;200;382;136;None;136;0.98
Product_0001;Whse_J;14/11/2012;100;291;136;None;136;0.98
Product_0001;Whse_J;14/11/2012;100;196;136;None;136;0.98
Product_0001;Whse_J;19/11/2012;1000;148;136;Flash;108.8;0.98
Product_0001;Whse_J;20/11/2012;400;574;136;Flash;108.8;0.98
Product_0001;Whse_J;27/11/2012;300;487;136;Flash;108.8;0.98
Product_0001;Whse_J;03/12/2012;100;393;136;Flash;108.8;0.98
Product_0001;Whse_J;17/12/2012;100;247;136;Flash;108.8;0.98
Product_0001;Whse_J;21/12/2012;100;173;136;Flash;108.8;0.98
Product_0001;Whse_J;26/12/2012;400;137;136;Flash;108.8;0.98
Product_0002;Whse_C;03/02/2012;7000;5000;212;Flash;169.6;0.98
Product_0002;Whse_C;22/02/2012;2000;6000;212;Flash;169.6;0.98
Product_0002;Whse_C;23/04/2012;2000;4000;212;Flash;169.6;0.98
Product_0002;Whse_C;22/06/2012;5000;3000;212;Flash;169.6;0.98
Product_0002;Whse_C;20/07/2012;1000;4000;212;Flash;169.6;0.98
Product_0002;Whse_C;07/08/2012;2000;2500;212;None;212;0.98
Product_0002;Whse_C;14/09/2012;1000;2250;212;None;212;0.98
Product_0002;Whse_C;06/11/2012;4000;1625;212;None;212;0.98
Product_0002;Whse_C;24/12/2012;5000;2812;212;None;212;0.98
Product_0002;Whse_S;09/01/2012;50000;55750;212;None;212;0.98
Product_0002;Whse_S;09/01/2012;5000;52875;212;None;212;0.98
Product_0002;Whse_S;30/01/2012;10000;28938;212;None;212;0.98
Product_0002;Whse_S;28/02/2012;10000;19469;212;None;212;0.98
Product_0002;Whse_S;01/03/2012;50000;14734;212;None;212;0.98
Product_0002;Whse_S;12/03/2012;10000;32367;212;None;212;0.98
Product_0002;Whse_S;27/03/2012;10000;21184;212;None;212;0.98
Product_0002;Whse_S;29/03/2012;15000;15592;212;None;212;0.98
Product_0002;Whse_S;04/04/2012;20000;15296;212;None;212;0.98
Product_0002;Whse_S;05/04/2012;20000;17648;212;None;212;0.98
Product_0002;Whse_S;23/04/2012;2500;18824;212;None;212;0.98
Product_0002;Whse_S;23/04/2012;15000;10662;212;None;212;0.98
Product_0002;Whse_S;02/05/2012;50000;12831;212;None;212;0.98
Product_0002;Whse_S;08/05/2012;2500;31415;212;None;212;0.98
Product_0002;Whse_S;11/05/2012;25000;16958;212;None;212;0.98
Product_0002;Whse_S;14/05/2012;10000;20979;212;None;212;0.98
Product_0002;Whse_S;14/05/2012;11000;15489;212;None;212;0.98
Product_0002;Whse_S;14/05/2012;60000;13245;212;None;212;0.98
Product_0002;Whse_S;16/05/2012;20000;36622;212;None;212;0.98
Product_0002;Whse_S;25/05/2012;15000;28311;212;None;212;0.98
Product_0002;Whse_S;31/05/2012;10000;21656;212;None;212;0.98
Product_0002;Whse_S;05/06/2012;10000;15828;212;None;212;0.98
Product_0002;Whse_S;05/06/2012;12000;12914;212;None;212;0.98
Product_0002;Whse_S;13/06/2012;30000;12457;212;None;212;0.98
Product_0002;Whse_S;14/06/2012;5000;21228;212;None;212;0.98
Product_0002;Whse_S;14/06/2012;3000;13114;212;None;212;0.98
Product_0002;Whse_S;19/06/2012;15000;8057;212;None;212;0.98
Product_0002;Whse_S;19/06/2012;10000;11529;212;None;212;0.98
Product_0002;Whse_S;21/06/2012;10000;10764;212;None;212;0.98
Product_0002;Whse_S;28/06/2012;500;10382;212;None;212;0.98
Product_0002;Whse_S;03/07/2012;30000;5441;212;None;212;0.98
Product_0002;Whse_S;03/07/2012;5000;17721;212;None;212;0.98
Product_0002;Whse_S;04/07/2012;50000;11360;212;None;212;0.98
Product_0002;Whse_S;10/07/2012;10000;30680;212;None;212;0.98
Product_0002;Whse_S;11/07/2012;5000;20340;212;None;212;0.98
Product_0002;Whse_S;16/07/2012;3000;12670;212;None;212;0.98
Product_0002;Whse_S;17/07/2012;10000;7835;212;None;212;0.98
Product_0002;Whse_S;30/07/2012;5000;8918;212;None;212;0.98
Product_0002;Whse_S;06/08/2012;50000;6959;212;None;212;0.98
Product_0002;Whse_S;07/08/2012;10000;28479;212;None;212;0.98
Product_0002;Whse_S;08/08/2012;5000;19240;212;None;212;0.98
Product_0002;Whse_S;22/08/2012;20000;12120;212;None;212;0.98
Product_0002;Whse_S;23/08/2012;10000;16060;212;None;212;0.98
Product_0002;Whse_S;28/08/2012;19000;13030;212;None;212;0.98
Product_0002;Whse_S;28/08/2012;3000;16015;212;None;212;0.98
Product_0002;Whse_S;03/09/2012;9500;9507;212;None;212;0.98
Product_0002;Whse_S;03/09/2012;1500;9504;212;None;212;0.98
Product_0002;Whse_S;04/09/2012;1000;5502;212;None;212;0.98
Product_0002;Whse_S;04/09/2012;6000;3251;212;None;212;0.98
Product_0002;Whse_S;05/09/2012;10000;4625;212;None;212;0.98
Product_0002;Whse_S;05/09/2012;20000;7313;212;None;212;0.98
Product_0002;Whse_S;11/09/2012;6000;13656;212;None;212;0.98
Product_0002;Whse_S;25/09/2012;12000;9828;212;None;212;0.98
Product_0002;Whse_S;26/09/2012;500;10914;212;None;212;0.98
Product_0002;Whse_S;02/10/2012;28000;5707;212;None;212;0.98
Product_0002;Whse_S;03/10/2012;20000;16854;212;None;212;0.98
Product_0002;Whse_S;05/10/2012;20000;18427;212;None;212;0.98
Product_0002;Whse_S;10/10/2012;30000;19213;212;None;212;0.98
Product_0002;Whse_S;16/10/2012;12000;24607;212;None;212;0.98
Product_0002;Whse_S;17/10/2012;5000;18303;212;None;212;0.98
Product_0002;Whse_S;02/11/2012;30000;11652;212;None;212;0.98
Product_0002;Whse_S;02/11/2012;6000;20826;212;None;212;0.98
Product_0002;Whse_S;06/11/2012;15000;13413;212;None;212;0.98
Product_0002;Whse_S;08/11/2012;30000;14206;212;None;212;0.98
Product_0002;Whse_S;20/11/2012;5000;22103;212;None;212;0.98
Product_0002;Whse_S;22/11/2012;15000;13552;212;None;212;0.98
Product_0002;Whse_S;23/11/2012;1000;14276;212;None;212;0.98
Product_0002;Whse_S;27/11/2012;500;7638;212;None;212;0.98
Product_0002;Whse_S;29/11/2012;40000;4069;212;None;212;0.98
Product_0002;Whse_S;04/12/2012;10000;22034;212;None;212;0.98
Product_0002;Whse_S;05/12/2012;20000;16017;212;None;212;0.98
Product_0002;Whse_S;06/12/2012;15000;18009;212;None;212;0.98
Product_0002;Whse_S;12/12/2012;3000;16504;212;None;212;0.98
Product_0002;Whse_S;31/12/2012;5000;9752;212;None;212;0.98
Product_0003;Whse_J;20/01/2012;400;400;228;None;228;0.98
